Name,Age,Party,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5
尾田美和子,46,3,3.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,1.0,2.0,3.0,4.0,4.0,2.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,2.0,3.0,2.0,3.0,5.0,5.0,4.0,3.0,5.0
三宅伸吾,57,1,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0
らくさぶろう,54,1,1.0,5.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,1.0,5.0,3.0,4.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0
永江孝子,59,3,3.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,1.0,5.0,5.0,3.0,1.0,4.0,1.0,3.0,5.0,5.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0
春田久美子,52,5,4.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,1.0,2.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,1.0,3.0,3.0,4.0,4.0,5.0,4.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0
河野祥子,39,6,4.0,5.0,5.0,5.0,2.0,3.0,4.0,3.0,5.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0
浜武振一,53,15,5.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,5.0,3.0,3.0,1.0,5.0,5.0,1.0,2.0,3.0,3.0,4.0,5.0,3.0,3.0,5.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,1.0,5.0
下野六太,55,2,3.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0
本藤昭子,77,16,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
野田国義,61,4,3.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
江夏正敏,51,11,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,5.0,3.0,1.0,3.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,5.0,1.0,4.0,3.0,3.0,4.0,4.0
犬塚直史,64,5,3.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,5.0,4.0,4.0,2.0,5.0,2.0,2.0,3.0,5.0,3.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0
古賀友一郎,51,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,5.0,2.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0
白川鮎美,39,5,5.0,5.0,5.0,4.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0,2.0,1.0,3.0,4.0,4.0,5.0,4.0,5.0
神谷幸太郎,43,13,2.0,3.0,1.0,3.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0
馬場成志,54,1,2.0,5.0,2.0,5.0,1.0,2.0,5.0,2.0,3.0,4.0,,,2.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,3.0,4.0,1.0,,,,,2.0,1.0,2.0,2.0,4.0
阿部広美,52,3,5.0,5.0,5.0,5.0,3.0,2.0,5.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,4.0,1.0,4.0,5.0,5.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0
最勝寺辰也,38,13,1.0,1.0,1.0,4.0,2.0,1.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,4.0,2.0,4.0,5.0,3.0
礒崎陽輔,61,1,2.0,3.0,2.0,4.0,1.0,2.0,4.0,2.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,1.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0
安達澄,49,3,3.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0
牧原慶一郎,41,13,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
長峯誠,49,1,2.0,2.0,2.0,4.0,3.0,3.0,5.0,2.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,2.0,3.0,4.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0
河野一郎,59,11,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,5.0,3.0,1.0,1.0,1.0,5.0,2.0,1.0,4.0,5.0,2.0,3.0,5.0,4.0,1.0,1.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0
園生裕造,41,4,3.0,4.0,2.0,4.0,5.0,4.0,1.0,4.0,4.0,2.0,1.0,4.0,2.0,3.0,4.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0
前田終止,71,3,2.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0
合原千尋,39,3,4.0,3.0,3.0,5.0,2.0,4.0,3.0,3.0,5.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0
尾辻秀久,78,1,2.0,3.0,2.0,5.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,5.0,3.0,3.0,2.0,5.0,5.0,2.0,5.0,4.0,3.0,2.0,1.0,2.0,,,,1.0,1.0,2.0,1.0,2.0
安里繁信,49,1,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0
高良鉄美,65,3,5.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,5.0,4.0,2.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0
磯山秀夫,72,13,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,3.0,1.0,3.0,3.0,3.0,1.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0
三木亨,52,1,2.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0
三浦靖,46,1,2.0,3.0,2.0,4.0,1.0,1.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
赤池誠章,58,1,1.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,5.0,5.0,4.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,3.0,3.0
糸川正晃,44,1,1.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,5.0,5.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0
井上義行,56,1,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,5.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0
小川真史,63,1,3.0,4.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,1.0,2.0,4.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,5.0
角田充由,44,1,2.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0
北村経夫,64,1,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,3.0,3.0,5.0,2.0,2.0,5.0,,,,,,1.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0
木村義雄,71,1,1.0,,3.0,5.0,1.0,1.0,3.0,1.0,5.0,5.0,,,2.0,3.0,1.0,5.0,1.0,3.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,,,,,1.0,1.0,3.0,3.0,3.0
熊田篤嗣,48,1,2.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,5.0,5.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,2.0,1.0,4.0,5.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0
佐藤信秋,71,1,1.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,5.0,1.0,2.0,2.0,4.0,2.0,4.0,5.0,3.0,3.0,5.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,2.0
山東昭子,77,1,3.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,5.0,5.0,3.0,1.0,2.0,3.0,5.0,3.0,2.0,5.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,3.0,1.0,1.0
田中昌史,53,1,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0
柘植芳文,73,1,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,5.0,2.0,5.0,3.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0
中田宏,54,1,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0
橋本聖子,54,1,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,5.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
比嘉奈津美,60,1,1.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0
本田顕子,47,1,1.0,2.0,1.0,5.0,2.0,2.0,1.0,4.0,2.0,1.0,5.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,5.0,5.0,5.0,2.0,1.0,1.0,2.0,4.0,4.0
丸山和也,73,1,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,5.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0
水口尚人,39,1,1.0,,3.0,5.0,1.0,1.0,1.0,3.0,,5.0,3.0,1.0,1.0,5.0,1.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0
宮崎雅夫,55,1,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0
宮本周司,48,1,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0
森本勝也,43,1,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,5.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0
山田俊男,72,1,4.0,5.0,5.0,5.0,1.0,2.0,5.0,2.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,2.0,1.0,4.0,5.0,5.0,2.0,5.0,1.0,2.0,5.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0
山本左近,37,1,3.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0
和田政宗,44,1,1.0,2.0,1.0,5.0,1.0,1.0,3.0,3.0,3.0,5.0,5.0,4.0,1.0,3.0,3.0,4.0,2.0,2.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0
若松謙維,63,2,3.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0
平木大作,44,2,3.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0
新妻秀規,49,2,3.0,5.0,4.0,5.0,2.0,3.0,3.0,1.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,1.0,2.0,4.0,2.0,5.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0
山本香苗,48,2,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0
山本博司,64,2,3.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0
塩田博昭,57,2,2.0,5.0,2.0,4.0,2.0,3.0,3.0,1.0,5.0,1.0,2.0,3.0,1.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0
高橋次郎,51,2,3.0,5.0,2.0,4.0,3.0,3.0,3.0,1.0,4.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0
塩崎剛,48,2,3.0,5.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0
村中克也,47,2,3.0,5.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0
角田健一郎,47,2,3.0,5.0,3.0,4.0,2.0,3.0,3.0,1.0,5.0,1.0,2.0,3.0,1.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0
西田義光,42,2,3.0,5.0,2.0,4.0,2.0,4.0,3.0,1.0,4.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0
国分隆作,41,2,3.0,5.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0
竹島正人,41,2,2.0,5.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,1.0,2.0,3.0,1.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0
坂本道応,40,2,2.0,5.0,2.0,4.0,4.0,3.0,3.0,1.0,4.0,1.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0
藤井伸城,39,2,3.0,5.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0
奈良直記,38,2,3.0,5.0,3.0,4.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0
石川大我,45,4,4.0,5.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,4.0,3.0,2.0,5.0,4.0,4.0,3.0,5.0,4.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,5.0
市井紗耶香,35,4,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,5.0
今泉真緒,40,4,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,5.0,4.0,3.0,1.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0
奥村政佳,41,4,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,5.0
小沢雅仁,53,4,5.0,5.0,5.0,4.0,2.0,4.0,3.0,2.0,5.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0
おしどりマコ,44,4,5.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,5.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,2.0,4.0,2.0,5.0,5.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0
小俣一平,67,4,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,1.0,1.0,2.0,5.0,5.0,2.0,1.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
川田龍平,43,4,5.0,5.0,4.0,5.0,1.0,1.0,5.0,3.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,5.0,1.0,3.0,5.0,1.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0
岸真紀子,43,4,5.0,5.0,5.0,5.0,2.0,3.0,4.0,2.0,5.0,1.0,1.0,3.0,5.0,5.0,3.0,1.0,4.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0
斉藤里恵,35,4,4.0,5.0,4.0,5.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,5.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,5.0,5.0
佐藤香,51,4,5.0,5.0,5.0,5.0,2.0,3.0,3.0,2.0,5.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
塩見俊次,70,4,5.0,5.0,5.0,2.0,2.0,4.0,4.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,4.0,1.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,5.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0
白沢みき,52,4,5.0,5.0,4.0,3.0,2.0,4.0,1.0,1.0,5.0,1.0,1.0,2.0,5.0,5.0,2.0,2.0,4.0,1.0,2.0,4.0,3.0,2.0,5.0,4.0,5.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0
須藤元気,41,4,4.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0
